graham_log_guard_12,"You are invincible briefly! Raaaaah!",,,,,,,,,,,,
graham_log_guard_13,"You are invincible briefly!",,,,,,,,,,,,
graham_log_guard_14,"You are invincible briefly! Hiyaaah!",,,,,,,,,,,,
graham_log_guard_15,"You are invincible briefly!",,,,,,,,,,,,
graham_log_guard_16,"You are invincible briefly! Kill kill kill!",,,,,,,,,,,,
graham_log_guard_17,"You know the drill - Go get 'em!",,,,,,,,,,,,
graham_log_guard_18,"Use your invincibility well! Shed your worries!",,,,,,,,,,,,
graham_log_guard_19,"You're invincible! Jump in some acid, or lava! Not polymorphine, though.",,,,,,,,,,,,
graham_log_guard_20,"Here's some i-frames. Hope they keep you alive!",,,,,,,,,,,,
graham_log_guard_21,"Invincibility! For you! It's yours, my friend!",,,,,,,,,,,,
graham_log_guard_22,"Hey, you're exploring a lot! Nice job. Take some invincibility.",,,,,,,,,,,,
graham_log_guard_23,"You are indestructible briefly!",,,,,,,,,,,,
graham_log_guard_24,"You are invulnerable briefly!",,,,,,,,,,,,
graham_log_guard_25,"You are unbeatable briefly!",,,,,,,,,,,,
graham_log_guard_26,"You are irresistible briefly...?",,,,,,,,,,,,
graham_log_guard_27,"I'm running out of synonyms for invincible.",,,,,,,,,,,,
graham_log_guard_28,"You are invincible briefly! ...Do you even need it at this point?",,,,,,,,,,,,
graham_log_guard_29,"You are invincible briefly! I'm gonna start looping my dialogue.",,,,,,,,,,,,
graham_log_guard_30,"You are invincible briefly!",,,,,,,,,,,,
DUMMY_LINE,,,,,,,,,,,,,
NEW TRANSLATIONS SINCE 1.5,,,,,,,,,,,,,
PERKS,,,,,,,,,,,,,
perkname_graham_robot,"Technical Prowess",,,,,,,,,,,,
perkdesc_graham_robot,"Picking up a heart conjures a few temporary robots to fight alongside you!",,,,,,,,,,,,
perkname_graham_magicskin,"Magic Skin",,,,,,,,,,,,
perkdesc_graham_magicskin,"You gain a bonus perk in future Holy Mountains, but you become terribly cursed...",,,,,,,,,,,,
perkname_graham_death,"Demise",,,,,,,,,,,,
perkdesc_graham_death,"You die instantly when under 10% health, but you start your next run with +50 max HP and an extra perk.",,,,,,,,,,,,
perkname_graham_blindspot,Blind Spot,,,,,,,,,,,,
perkdesc_graham_blindspot,"You can see clearly in a large ring around you, and are immune to blindness.",,,,,,,,,,,,
perkname_graham_refresher,Refreshing Variety,,,,,,,,,,,,
perkdesc_graham_refresher,Spell Refreshers may spawn several random spells instead of refreshing your spells.,,,,,,,,,,,,
perkname_graham_alliance,Uneasy Alliance,,,,,,,,,,,,
perkdesc_graham_alliance,Your projectiles will temporarily charm enemies if you are below 20% health.,,,,,,,,,,,,
perkname_graham_lukkimount,Lukki Mount,,,,,,,,,,,,
perkdesc_graham_lukkimount,A friendly mountable spider is summoned to assist you.,,,,,,,,,,,,
perkname_graham_wandkick,Kickstraction,,,,,,,,,,,,
perkdesc_graham_wandkick,Kicking near a wand will instantly remove all of its spells.,,,,,,,,,,,,
perkname_graham_repossession,Repossession,,,,,,,,,,,,
perkdesc_graham_repossession,"When an enemy dies, their existing projectiles become friendly.",,,,,,,,,,,,
perkname_graham_fortuneteller,Fortune Teller,,,,,,,,,,,,
perkdesc_graham_fortuneteller,"When standing still, you can pay gold to summon a throwable crystal ball.",,,,,,,,,,,,
perkname_graham_straw,Silly Straw,,,,,,,,,,,,
perkdesc_graham_straw,"When holding a potion, a handy straw gives you extra reach!",,,,,,,,,,,,
perkname_graham_betrayal,Trick Betrayal,,,,,,,,,,,,
perkdesc_graham_betrayal,"Enemy deaths caused by other enemies always count as trick kills, and grant double gold.",,,,,,,,,,,,
perkname_graham_extraslots,Wand Capacity +,,,,,,,,,,,,
perkdesc_graham_extraslots,"All wands have their capacity randomly increased or decreased by up to 4, ignoring caps.",,,,,,,,,,,,
perkname_graham_buyback,Buyback (One-off),,,,,,,,,,,,
perkdesc_graham_buyback,"All the spells in your spell inventory are duplicated, but you must purchase both again!",,,,,,,,,,,,
perkname_graham_sheepification,"Sheepification",,,,,,,,,,,,
perkdesc_graham_sheepification,"Firing a projectile may fire a polymorphing projectile alongside it.",,,,,,,,,,,,
SPELLS,,,,,,,,,,,,,
graham_name_manaheartbreak,Mana Heartbreak,,,,,,,,,,,,
graham_desc_manaheartbreak,"Instantly adds 240 mana to the wand, but temporarily decreases its max mana by 60",,,,,,,,,,,,
graham_name_muddle_bud,Muddle Bud,,,,,,,,,,,,
graham_desc_muddle_bud,An odd flower that causes enemies to confuse friends for foes,,,,,,,,,,,,
graham_name_false_swipe,False Swipe,,,,,,,,,,,,
graham_desc_false_swipe,A projectile that deals hefty damage but cannot kill,,,,,,,,,,,,
graham_name_rollout,Rollout,,,,,,,,,,,,
graham_desc_rollout,A powerful stone ball that carries you inside of it,,,,,,,,,,,,
graham_name_circle_translocation,Circle of Translocation,,,,,,,,,,,,
graham_desc_circle_translocation,A field of phasing magic,,,,,,,,,,,,
graham_name_willowisp,Will-o-Wisp,,,,,,,,,,,,
graham_desc_willowisp,A harmless homing projectile that inflicts a burn,,,,,,,,,,,,
graham_name_foamarmor,Foam Armor,,,,,,,,,,,,
graham_desc_foamarmor,Gives you temporary foam armor that protects from fire and sludge,,,,,,,,,,,,
graham_name_dissolution,Dissolution,,,,,,,,,,,,
graham_desc_dissolution,A projectile will cause enemies to be weakened and deal less damage for a time,,,,,,,,,,,,
graham_name_bramball,Bramball,,,,,,,,,,,,
graham_desc_bramball,A prickly projectile that brambles enemies in place,,,,,,,,,,,,
graham_name_bramball_trigger,Bramball with Trigger,,,,,,,,,,,,
graham_desc_bramball_trigger,A prickly projectile that casts another spell upon collision,,,,,,,,,,,,
graham_name_golden,Golden Glimmer,,,,,,,,,,,,
graham_desc_golden,Gives a projectile a vibrant golden trail,,,,,,,,,,,,
graham_name_toggler_alt,Alt Fire Toggler,,,,,,,,,,,,
graham_desc_toggler_alt,"When you right click, switches any toggle Requirement spells between the red and blue state",,,,,,,,,,,,
graham_name_toggler2_alt,Alt Fire Toggler,,,,,,,,,,,,
graham_desc_toggler2_alt,"When you right click, switches any toggle Requirement spells between the green and yellow state",,,,,,,,,,,,
graham_name_toggler3_alt,Alt Fire Toggle Disabler,,,,,,,,,,,,
graham_desc_toggler3_alt,"When you right click, disables all toggle requirement spells until another toggler is cast",,,,,,,,,,,,
graham_name_echo_bubble,Echo Bubble,,,,,,,,,,,,
graham_desc_echo_bubble,A shining bubble that echoes the position of its caster,,,,,,,,,,,,
graham_name_passives,Active Passives,,,,,,,,,,,,
graham_desc_passives,This wand regenerates mana 10% faster for every passive spell on this wand,,,,,,,,,,,,
graham_name_diversify,Diversify,,,,,,,,,,,,
graham_desc_diversify,Decreases recharge time by 0.50 if you have 4 or more different spell types on this wand,,,,,,,,,,,,
graham_name_divebomb,Dive-bomb,,,,,,,,,,,,
graham_desc_divebomb,A projectile will swiftly fall if there are any enemies below it,,,,,,,,,,,,
graham_name_mixup,Mix-up,,,,,,,,,,,,
graham_desc_mixup,"Decreases recharge time if the wand has more projectiles than modifiers; otherwise, increases crit chance",,,,,,,,,,,,
graham_name_sliceshield,Segmented Shield,,,,,,,,,,,,
graham_desc_sliceshield,An energy shield made of eight different segments,,,,,,,,,,,,
graham_name_intensify,Intensify,,,,,,,,,,,,
graham_desc_intensify,A projectile will create twice as much material from trails and other effects,,,,,,,,,,,,
graham_name_invisible,Invisibolt,,,,,,,,,,,,
graham_desc_invisible,An entirely invisible projectile,,,,,,,,,,,,
graham_name_vibrantbulb,Vibrant Bulb,,,,,,,,,,,,
graham_desc_vibrantbulb,Increases your movement speed if this wand's mana is at max,,,,,,,,,,,,
graham_name_dimbulb,Dim Bulb,,,,,,,,,,,,
graham_desc_dimbulb,Increases your movement speed if this wand's mana is not at max,,,,,,,,,,,,
graham_name_orb_blue,Ominous Orb,,,,,,,,,,,,
graham_desc_orb_blue,A stationary blue orb that grows over time,,,,,,,,,,,,
graham_name_orb_blue_timer,Ominous Orb with Timer,,,,,,,,,,,,
graham_desc_orb_blue_timer,A stationary blue orb that casts another spell after some time,,,,,,,,,,,,
graham_name_toxic_potion,Toxic Flask,,,,,,,,,,,,
graham_desc_toxic_potion,A lobbed flask that consumes added damage to grow its gas cloud,,,,,,,,,,,,
graham_name_panicbomb,Panic Bomb,,,,,,,,,,,,
graham_desc_panicbomb,A hefty bomb that only detonates once you leave its explosion radius,,,,,,,,,,,,
graham_name_toxic_crit,Critical on toxic,,,,,,,,,,,,
graham_desc_toxic_crit,Makes a projectile always do a critical hit on enemies stained with toxic sludge,,,,,,,,,,,,
graham_name_cloud_hail,Hail cloud,,,,,,,,,,,,
graham_desc_cloud_hail,Creates a chilly cloud that flings projectile ice,,,,,,,,,,,,
graham_name_shockdart,Shock Dart,,,,,,,,,,,,
graham_desc_shockdart,An electric dart that homes towards enemies linearly,,,,,,,,,,,,
graham_name_shielddrone,Summon Shield Drone,,,,,,,,,,,,
graham_desc_shielddrone,A clumsy drone that follows you and blocks projectiles,,,,,,,,,,,,
graham_name_attackdrone,Summon Attack Drone,,,,,,,,,,,,
graham_desc_attackdrone,A clumsy drone that follows you and attacks enemies,,,,,,,,,,,,
graham_name_supportdrone,Summon Support Drone,,,,,,,,,,,,
graham_desc_supportdrone,A clumsy drone that follows you and helps allies,,,,,,,,,,,,
STATUE,,,,,,,,,,,,,
graham_prayerstatue_intro0,"(Interact to continue)",,,,,,,,,,,,
graham_prayerstatue_intro1,"Hello, traveler...",,,,,,,,,,,,
graham_prayerstatue_intro2,"I am a lesser god. One long forgotten.",,,,,,,,,,,,
graham_prayerstatue_intro3,"My influence on this world is running thin.",,,,,,,,,,,,
graham_prayerstatue_intro4,"Please... show your faith in me.",,,,,,,,,,,,
graham_prayerstatue_intro5,"If you bring me an offering... I can regain some of my connection to this world.",,,,,,,,,,,,
graham_prayerstatue_intro6,"And you will be handsomely rewarded.",,,,,,,,,,,,
graham_prayerstatue_intro7,"Shall we begin?",,,,,,,,,,,,
graham_offering_wand,"Bring me a wand.",,,,,,,,,,,,
graham_offering_potion_blood,"Bring me a potion of blood.",,,,,,,,,,,,
graham_offering_potion_graham_mundanium,"Bring me a potion of mundanium.",,,,,,,,,,,,
ITEMS,,,,,,,,,,,,,
graham_lukkiegg,Clicking Egg,,,,,,,,,,,,
graham_lukkiegg_desc,Holding this odd green egg makes your skin crawl.,,,,,,,,,,,,
graham_unstainer_name,Saippuakivi,,,,,,,,,,,,doesn't need to be translated
graham_unstainer_desc,This slippery stone makes you feel cleaner in its presence.,,,,,,,,,,,,
graham_eggbook_name,Futility,,,,,,,,,,,,
graham_eggbook_desc,"A little spider has been trapped inside of this egg for some time now... I fear it may be too weak to hatch.\nI tried cracking it with my hands, and a rock, and other things...\nbut I fear the little friend inside would get shaken up too much if I did.\nI would go to the Gods for help, but... they do not seem to favour me lately.\nDear reader... if you find this book, may you ask our Gods for help?\nEven if it's just a little spider... it hurts to see it stuck like this. Don't you feel the same?\n- Robin, the scholar",,,,,,,,,,,,
graham_crystal_ball_name,Crystal ball,,,,,,,,,,,,
graham_crystal_ball_desc,It glows ethereally. Throw it at an enemy to deal heavy damage!,,,,,,,,,,,,
graham_lovelydie_name,Lovely Die,,,,,,,,,,,,
graham_lovelydie_desc,Its cotton-candy smell warms your heart.,,,,,,,,,,,,
graham_lovely_die_good,A new friend!,,,,,,,,,,,,
graham_lovely_die_bad,Oh no!,,,,,,,,,,,,
graham_lovely_die_poof,Bye-bye!,,,,,,,,,,,,
graham_basedrone,Drone,,,,,,,,,,,,
graham_drone_desc,"It faintly hums, ready to take flight again.",,,,,,,,,,,,
graham_shielddrone,Shield drone,,,,,,,,,,,,
graham_attackdrone,Attack drone,,,,,,,,,,,,
graham_supportdrone,Support drone,,,,,,,,,,,,
graham_runestone_phase,Runestone of phasing,,,,,,,,,,,,
WISDOM,,,,,,,,,,,,,
graham_wisdom_start,Wisdom from beyond:\n'$0',,,,,,,,,,,,
graham_wisdom_1,"Do you have perks that rely on luck?\nLucky Clover may help you with those, too...",,,,,,,,,,,,
graham_wisdom_2,"Creepy Polymorphine can be frozen using toxic sludge.\nBe careful not to unfreeze it!",,,,,,,,,,,,
graham_wisdom_3,"How does a ghost get tipsy?\nDon't think about it too much.",,,,,,,,,,,,
graham_wisdom_4,"Remember the theme of three.\nNormal, Chaotic, Unstable.\nNormal, Giga, Omega.\nNature, Technology, Magic...\nCan you find more?",,,,,,,,,,,,
graham_wisdom_5,"Don't trust the Mini and Bloody treasure chests too much.\nChomp!",,,,,,,,,,,,
graham_wisdom_6,"Robin was a fool.",,,,,,,,,,,,
graham_wisdom_7,"Try clicking and dragging an item out of your inventory.\nIf you hit an enemy with it, it will always cause a trick kill.",,,,,,,,,,,,
graham_wisdom_8,"Propane tanks deal more damage than nukes.\nMaybe Exploding Corpses is worth taking after all.",,,,,,,,,,,,
graham_wisdom_9,"Look at what you've done.\nYou broke Mana Heart.\nI hope you're happy.",,,,,,,,,,,,
graham_wisdom_10,"If you kick at the perfect time, you can reflect melee damage.\nYou've probably done it by accident before.",,,,,,,,,,,,
graham_wisdom_11,"Life Lottery can't be affected by Lucky Clover...\nBut it can be affected by the Curse of Greed.",,,,,,,,,,,,
graham_wisdom_12,"You can use Kickstraction to steal spells from Holy Mountain wands.\nThough, the Gods may not appreciate such a display...",,,,,,,,,,,,
graham_wisdom_13,"Not everything is a hint.\nOr, at least, this isn't.",,,,,,,,,,,,
graham_wisdom_14,"Try combining Heat Wave and Freeze Field. You can pretend like you're ice skating.",,,,,,,,,,,,
graham_wisdom_15,"Unlockable perks are marked by a blue border.\nIn total, there are 9 of them.\nHow many have you unlocked?",,,,,,,,,,,,
graham_wisdom_16,"Four thousand years before\nThe Snake saw it all.",,,,,,,,,,,,
graham_wisdom_17,"In the deepest reaches of Hell...\nIn the highest peak of the Sky...\nYou can find cats.",,,,,,,,,,,,
graham_wisdom_18,"Zap Tap can block any damage type if you're close enough, not just melee.\nYou'll take some electricity damage as recoil, though!",,,,,,,,,,,,
graham_wisdom_19,"Chaotic Transmutation has some magical properties...\nTry applying it to plasma or a large sawblade.\nOr use it on Rollout.",,,,,,,,,,,,
graham_wisdom_20,"Egg in the sky\nEgg in the blood\nEgg in the lava.",,,,,,,,,,,,
graham_wisdom_21,"At 18 stacks of Fortune Teller, summoning a crystal ball costs just 1 gold!\nAt 3,340 stacks, it becomes completely free!\nPlease don't ever try this.",,,,,,,,,,,,
graham_wisdom_22,"The explosive damage dealt by a Crystal Ball is equal to 25% of your max HP!",,,,,,,,,,,,
graham_wisdom_23,"Most 'Circle of' spells cannot have their lifetime increased.\nDon't try to increase the lifetime of any Touch Of spells, either.",,,,,,,,,,,,
graham_wisdom_24,"FEED THE HUNGER\nFEED THE HUNGER\nFEED THE HUNGER\nFEED THE HUNGER\nFEED THE HUNGER",,,,,,,,,,,,
graham_wisdom_25,"If you haven't already, you should try learning some glyphs!\nFor example, the glyph resembling a small square or a diamond is E.\nTry to see if you can spot it in messages.",,,,,,,,,,,,
graham_wisdom_26,"Coffee pairs very well with Mystery Fungus.\nTry both Worm Blood + Sand and Sand + Fungus Blood + Toxic Sludge if you want to indulge!",,,,,,,,,,,,
graham_wisdom_27,"Modifiers can't be applied to the beam of plasma spells.\nYou can apply them to the emitter, however.",,,,,,,,,,,,
graham_wisdom_28,"Craving a more fancy meal?\nCombine cooked meat with diamond or honey to get a unique material!\nOr just rob a potion-throwing alchemist.",,,,,,,,,,,,
graham_wisdom_29,"It glows ethereally. Throw it at an enemy to deal heavy damage!",,,,,,,,,,,,
graham_wisdom_30,"November 11th is a very special day...\nTwo unique materials can show up in potions on that day!\nIn any run, Transmutatium has a rare chance of showing up in a normal potion!",,,,,,,,,,,,
graham_wisdom_31,"Viscous Liquid has a purely unpleasant texture that makes it feel awful to touch.\nHowever, it has a very satisfying flavour...",,,,,,,,,,,,
graham_wisdom_32,"Mundanium has many uses. Even if it tastes like oatmeal...\nIt can convert both toxic sludge and swamp into more of itself.\nOr, Flummoxium can be used with it to make Hastium.",,,,,,,,,,,,
graham_wisdom_33,"Melee Immunity will help against the Hunger...\nBut it won't be enough.",,,,,,,,,,,,
graham_wisdom_34,"Very rarely, IOU can give you another IOU!\nOr IOU can give you Gamble, which can give you IOU, which can...",,,,,,,,,,,,
graham_wisdom_35,"The kill requirements of Bloody Bonus can be lowered by collecting certain perks.\nAngry Ghost, Vampirism, More Blood, or More Hatred.\n...But is it worth it?",,,,,,,,,,,,
graham_wisdom_36,"Fill the skull's eye with water.\nFill the island's cave with blood.",,,,,,,,,,,,
graham_wisdom_37,"Plasma beams with homing applied can kill almost anything.\nBut that spoils the fun, doesn't it?",,,,,,,,,,,,
graham_wisdom_38,"There are 6 new unique wands to find throughout the world.\nHave you found them all?\nSacrifice them to the Gods for some spells!",,,,,,,,,,,,
graham_wisdom_39,"Some breadcrumbs are projectiles.\nSome breadcrumbs are not.",,,,,,,,,,,,
graham_wisdom_40,"Greed will destroy you in the end.",,,,,,,,,,,,
graham_deathquest_1,"Three runs end to carve the way;\nTurn your world completely grey.\nCrystal balls will tell you how;\nEnlightenment begins now.",,,,,,,,,,,,
graham_deathquest_2,"Careful, do not break the chain;\nKeep in mind how you are slain.\nThree steps, three eyes, all will see;\nDeath will prove yourself to me.",,,,,,,,,,,,
graham_deathquest_3,"First, a crystal-tethered ghost;\nLet it make yourself its host.\nFind it on the seventh floor;\nDie to it. Open the door.",,,,,,,,,,,,
graham_deathquest_4,"Next, a quite uncommon death;\nToxic sludge must stop your breath.\nStain yourself and let it burn;\nDie to it. Then you will learn.",,,,,,,,,,,,
graham_deathquest_5,"Third, the final boss enhanced;\nFruit is harmless at a glance.\nBring to Three-eyes' lair a gourd;\nDie to it. Claim your reward.",,,,,,,,,,,,
graham_deathquest_6,"Prove yourself on this death quest;\nSucceed and you will be blessed.\nDon't restart, but do delay;\nPatience paves your own pathway.",,,,,,,,,,,,
graham_deathcomplete_1,"You have done well, Knower to Be.",,,,,,,,,,,,
graham_deathcomplete_2,"Getting here was not an easy task. You know that well.",,,,,,,,,,,,
graham_deathcomplete_3,"This world is all for you; you're free to do anything you want.",,,,,,,,,,,,
graham_deathcomplete_4,"And yet you advance. As you always do.",,,,,,,,,,,,
graham_deathcomplete_5,"A whole world to yourself. And you're not satisfied?",,,,,,,,,,,,
graham_deathcomplete_6,"No, of course you're not. I expected as much.",,,,,,,,,,,,
graham_deathcomplete_7,"Fortunately, I have another reward prepared.",,,,,,,,,,,,
graham_deathcomplete_8,"Claim your real reward, then.",,,,,,,,,,,,
STREAMING_EVENTS,,,,,,,,,,,,,
graham_streaming_name_banish,Banish Enemy,,,,,,,,,,,,
graham_streaming_desc_banish,A random nearby enemy is removed from the run entirely,,,,,,,,,,,,
graham_streaming_name_minichest,Summon Mini Chest,,,,,,,,,,,,
graham_streaming_desc_minichest,A Mini Treasure Chest appears!,,,,,,,,,,,,
graham_streaming_name_bloodychest,Summon Bloody Chest,,,,,,,,,,,,
graham_streaming_desc_bloodychest,A Bloody Treasure Chest appears!,,,,,,,,,,,,
graham_streaming_name_lostchest,Summon Lost Chest,,,,,,,,,,,,
graham_streaming_desc_lostchest,A Lost Treasure Chest appears!,,,,,,,,,,,,
graham_streaming_name_drones,Drones!,,,,,,,,,,,,
graham_streaming_desc_drones,Three friendly drones are summoned to assist you!,,,,,,,,,,,,
graham_streaming_name_hail,Hailstorm,,,,,,,,,,,,
graham_streaming_desc_hail,Happy holidays!,,,,,,,,,,,,
graham_streaming_name_midasmeat,Mega Midas Meat,,,,,,,,,,,,
graham_streaming_desc_midasmeat,Most nearby meat is converted to gold,,,,,,,,,,,,
graham_streaming_name_mundane,Mundanity,,,,,,,,,,,,
graham_streaming_desc_mundane,Nearby liquids are transformed into Mundanium,,,,,,,,,,,,
graham_streaming_name_corrupt,Graham's Transmutation,,,,,,,,,,,,
graham_streaming_desc_corrupt,Some nearby materials are transformed into Graham's Things materials,,,,,,,,,,,,
graham_streaming_name_chaos,Chaos Teleports,,,,,,,,,,,,
graham_streaming_desc_chaos,Everyone nearby gets stained with Chaotic Teleportatium!,,,,,,,,,,,,
graham_streaming_name_brambles,Brambles,,,,,,,,,,,,
graham_streaming_desc_brambles,Prickly bramble walls surround you! (Careful...),,,,,,,,,,,,
graham_streaming_name_fuzz,Hankaussähkö invasion,,,,,,,,,,,,
graham_streaming_desc_fuzz,They approach from beyond,,,,,,,,,,,,
graham_streaming_name_hazmat,Suojapukuhiisi invasion,,,,,,,,,,,,
graham_streaming_desc_hazmat,They approach from beyond,,,,,,,,,,,,
graham_streaming_name_tanks,Mini Tanks,,,,,,,,,,,,
graham_streaming_desc_tanks,Miniature tanks appear to assist you!,,,,,,,,,,,,
graham_streaming_name_balls,Disorientation,,,,,,,,,,,,
graham_streaming_desc_balls,Nearby projectiles turn into bouncy balls,,,,,,,,,,,,
graham_streaming_name_manaheart,Mana Heart,,,,,,,,,,,,
graham_streaming_desc_manaheart,Mana Heart,,,,,,,,,,,,
graham_streaming_name_passivealwayscast,Passive Always Cast,,,,,,,,,,,,
graham_streaming_desc_passivealwayscast,A random passive spell is added to your wand as an Always Cast,,,,,,,,,,,,
graham_streaming_name_tipsy,Tipsy Ghosts,,,,,,,,,,,,
graham_streaming_desc_tipsy,You gain a few tipsy ghosts!,,,,,,,,,,,,
graham_streaming_name_confuse,Confusion,,,,,,,,,,,,
graham_streaming_desc_confuse,Your screen looks a bit wobbly...,,,,,,,,,,,,
graham_streaming_name_cat,Cat,,,,,,,,,,,,
graham_streaming_desc_cat,???,,,,,,,,,,,,
graham_streaming_name_wisdom,Crystal Balls,,,,,,,,,,,,
graham_streaming_desc_wisdom,Read them to gain wisdom,,,,,,,,,,,,
graham_streaming_name_translocation,Personal Translocation,,,,,,,,,,,,
graham_streaming_desc_translocation,It's like Phasing but cooler,,,,,,,,,,,,
graham_streaming_name_guardian,Guardian Angel,,,,,,,,,,,,
graham_streaming_desc_guardian,What a kind soul you are!,,,,,,,,,,,,
OTHER,,,,,,,,,,,,,
animal_graham_miner_gasser,"Suojapukuhiisi",,,,,,,,,,,,doesn't need to be translated
animal_graham_gasser_hell,"Hornasuojapukuhiisi",,,,,,,,,,,,doesn't need to be translated
animal_graham_wizard_familiar,"Viisaudenmestari",,,,,,,,,,,,doesn't need to be translated
animal_graham_fuzz,"Hankaussähkö",,,,,,,,,,,,doesn't need to be translated
graham_bookbook_name,"Book",,,,,,,,,,,,
graham_chest_tech,Technical Treasure Chest,,,,,,,,,,,,
material_graham_yum,Satiation,,,,,,,,,,,,
graham_lucky_chance,"Lucky! ($0%)",,,,,,,,,,,,
graham_mat_purplebrick,Starry Brickwork,,,,,,,,,,,,
graham_mat_meat_healthy,squishy meat,,,,,,,,,,,,
graham_fortuneteller,"Interact to summon a crystal ball for $0 gold",,,,,,,,,,,,
graham_fortuneteller_log,"Summoned a crystal ball!",,,,,,,,,,,,
graham_fortuneteller_cant,"Not enough gold!",,,,,,,,,,,,
graham_settings_check,"Check the mod settings menu for Graham's Things - new settings were added!",,,,,,,,,,,,
graham_perk_unlock_lukki,You feel like you find spiders a little bit less scary now...,,,,,,,,,,,,
graham_perk_unlock_wandslots,"Somehow, you feel a sense of longing after your journey is over.",,,,,,,,,,,,
graham_magicskin,"Deducted $0 max health",,,,,,,,,,,,
graham_minitank_name,Pikku-tankki,,,,,,,,,,,,doesn't need to be translated
graham_lukkimount_name,Hämähäkkiratsu,,,,,,,,,,,,doesn't need to be translated
graham_status_foam,Foamed,,,,,,,,,,,,
graham_statusdesc_foam,"You are immune to fire and toxicity, and gain extra health for a time.",,,,,,,,,,,,
graham_enable_redblue,Enabled Red/Blue togglers,,,,,,,,,,,,
graham_enable_greenyellow,Enabled Green/Yellow togglers,,,,,,,,,,,,
graham_toggle_red,Toggled to RED,,,,,,,,,,,,
graham_toggle_blue,Toggled to BLUE,,,,,,,,,,,,
graham_toggle_green,Toggled to GREEN,,,,,,,,,,,,
graham_toggle_yellow,Toggled to YELLOW,,,,,,,,,,,,
graham_toggle_disable,Disabled all togglers,,,,,,,,,,,,
graham_killsleft,"$0 kills left",,,,,,,,,,,,
graham_1killleft,"1 kill left",,,,,,,,,,,,
graham_lukki_mount,"Interact to ride Lukki Mount",,,,,,,,,,,,
graham_lukki_dismount,"Interact to get off of Lukki Mount",,,,,,,,,,,,
graham_status_starving,Starved,,,,,,,,,,,,
graham_statusdesc_starving,You're being eaten from the inside.,,,,,,,,,,,,
graham_bigbook,"Heya, Graham here! Just wanted to let you know:\nGraham's Things relies on some modding functions that currently only exist in the beta branch of Noita.\nSome stuff (namely, Creepy Polymorphine) won't function properly without these functions.\nIf you're on the Steam version, switching over to the beta branch of Noita would probably make your experience better.\nIf not, that's fine too. You can have fun with this big book instead.\nOnce Noita updates so that these functions are on the main branch, this book will go away forever.\nHow sad...",,,,,,,,,,,,
graham_status_clean,Squeaky clean,,,,,,,,,,,,
graham_statusdesc_clean,"For a while, you're completely immune to being stained.",,,,,,,,,,,,
graham_guardianangel_death,Martyr,,,,,,,,,,,,
graham_book_corrupt_01,"Robin was never one to give up. And what an end they eventually came to because of it.\nAs a child, they often were praised and rewarded for their perseverance.\nAs an adult, they were scolded and dismissed for their stubbornness.\nTwo words for the same phenomenon, I suppose.\nSomehow, they got stuck on the idea of being 'crowned' by their god.\nA divine way to show that Robin was truly the best, the strongest, the smartest.\nOf course... they weren't any of those things. Not even close. I think Robin knew it too.",,,,,,,,,,,,
graham_book_corrupt_02,"Somehow, I ended up becoming friends with them at a young age.\nThey were more talented than me at almost everything, to my disgruntlement.\nShockingly, our friendship persevered for several years after we had left school,\nuntil it eventually broke apart... no thanks to Robin's own stubborn nature.\nI kept hearing stories of Robin and their awful arrogant schemes, but I still held some respect for them.\nIt seems so stupid now... the petty little things that I cared about back then.",,,,,,,,,,,,
graham_book_corrupt_03,"One day, Robin suddenly went missing. A week went by... I convinced myself that it was some sort of publicity stunt.\nI went to their house to visit them, to scold them. 'They must just be laying low for a while, to make people curious,' I thought.\nI assumed they would pop out after a month or two, tell some grand tale about where they were, and be the town favourite again.\nBut they never came back. I went to their home, but the only thing that remained was a pile of smoldering ashes.",,,,,,,,,,,,
graham_book_corrupt_04,"It seems that they intended to leave everything behind. I scoured the area, tried to find anything that could prove that they had once lived here.\nThere was nothing. It was as if they had never existed at all. Except for, of course, those in the village who mourned.\nEvery day they cried, talked about Robin, prayed to the Gods for support.\nI became even more isolated.\nNothing seemed to make sense anymore. This person, this friend that I had long since abandoned...\nWhy were they still influencing me so much, even now?",,,,,,,,,,,,
graham_book_corrupt_05,"In our youth, Robin and I had traveled often throughout our village and the land surrounding it.\nBut there was one place that we never had ventured.\nA cave entrance, boarded up and plastered with warning signs about dangerous monsters.\nLost in scattered thoughts, I traveled there, to the spot where we had sat outside and fantasized for hours about what could lie inside.\nExcept this time, the boards were gone. Ripped off and thrown to the ground, alongside a lighter and a small notebook.",,,,,,,,,,,,
graham_book_corrupt_06,"The notebook's pages were both charred and wet - it had rained shortly after Robin burned it, I suppose.\nThe text was completely incomprehensible, but I recognized their handwriting.\nI sighed, took out my travel backpack, and sat down in a clearing nearby.\nWhen nightfall came, I lit a campfire and ate from my bag, keeping one eye on the cave entrance at all times.\nRobin was still in there. And I was not going to leave until they came back out.",,,,,,,,,,,,
graham_book_corrupt_07,"And so I waited, for what seemed like weeks. One day, as my food was running low, they emerged.\nBloody and bruised, they dragged behind them the corpse of a giant spider.\nThey looked horribly thin - evidently, there wasn't much food in that cave to begin with.\nThe most surprising thing: they didn't seem to notice me at all.\nThey kept their head low as they slowly trudged past, dragging the body behind them.\nDown the road they traveled, towards our humble little town.\nWhat the hell were they doing?",,,,,,,,,,,,
